# Hollister/lakeMorpho terrain-slope max-depth prototype over an ND LakePond sample (issue #173 Task 6). Project=ND_3DEPProcessing_D22. n_sampled=300, n_usable=300. max_depth_m = lake_max_depth() (mean shoreline-ring slope x max in-polygon distance-to-shore, over the polygon interior via _interior_mask). mean_depth_m = max_to_mean(max_depth_m, shape='cone') = max_depth_m / 3 -- documented assumption (V/A of a cone), NOT field-calibrated in this spike; no bathymetry survey was available to fit the factor empirically. Cross-check: NHM's calibrated dprst_depth_avg median is ~49 in (docs/superpowers/... nhm_dprst_params_are_calibrated) -- compare against mean_depth_in below, but this spike does not block on matching it.
COMID,FTYPE,area_km2,max_depth_m,mean_depth_m,mean_depth_in,n_interior_cells,resolution
11458410,LakePond,0.018079618552714796,2.6073741998001894,0.8691247332667298,34.21752766118448,18069,1m
14413793,LakePond,0.01599315479124206,1.6417593334998053,0.5472531111666017,21.545409711940227,15987,1m
14253247,LakePond,0.15490709528904428,2.4599054907989895,0.8199684969329964,32.28224172110176,155459,1m
14291115,LakePond,0.04761675962727591,2.161763689810721,0.7205878966035737,28.36961754807236,47566,1m
14746182,LakePond,0.03538153770796531,0.0,0.0,0.0,35309,1m
11460478,LakePond,0.010183465727259262,2.443307814612154,0.8144359382040514,32.064424330687324,10174,1m
14824705,LakePond,0.030703418756921317,1.1494524795262018,0.3831508265087339,15.084686354731504,30681,1m
14298827,LakePond,0.024797013216629357,0.8828837505414192,0.2942945835138064,11.58640718239691,24790,1m
14292713,LakePond,0.050058064145541585,1.9916571124633027,0.6638857041544342,26.13724656113049,49991,1m
14297115,LakePond,0.01896770039902249,2.5249579785309573,0.8416526595103191,33.13594937018721,18954,1m
11503614,LakePond,0.014760663638348702,1.1846687401445883,0.3948895800481961,15.546842255455484,14758,1m
21536080,LakePond,0.05395454806074257,1.0650252123700539,0.3550084041233513,13.976716371176753,53890,1m
12570346,LakePond,0.04108986301171485,2.0859004053248644,0.6953001351082881,27.374035849226814,41050,1m
14686232,LakePond,0.03315127342580727,0.0,0.0,0.0,33121,1m
14267306,LakePond,0.2565896837670297,0.0,0.0,0.0,256425,1m
14291807,LakePond,0.014860059130979212,1.5507071642597672,0.5169023880865891,20.35049870920782,14846,1m
14745432,LakePond,0.38210373346662674,0.0,0.0,0.0,381789,1m
14747100,LakePond,0.09447590849525693,0.0,0.0,0.0,94417,1m
11496402,LakePond,0.02448841664643006,4.0246283121203295,1.3415427707067764,52.81667303700286,24467,1m
14275566,LakePond,0.011388287460209543,0.2255956464661152,0.0751985488220384,2.960574386978534,11376,1m
14826607,LakePond,0.005403717904255155,0.8765370195430102,0.2921790065143367,11.503116704370088,5402,1m
14152902,LakePond,0.07941187788224635,3.1613313391909372,1.0537771130636457,41.48731031902704,79294,1m
14286141,LakePond,0.05257084818200135,0.049464471295397584,0.01648815709846586,0.6491403937823108,52526,1m
14747840,LakePond,0.029911310631176972,0.0,0.0,0.0,29881,1m
